,0,1
0,0.0,-0.229
1,0.001,-0.2335
2,0.002,-0.2345
3,0.003,-0.229
4,0.004,-0.227
5,0.005,-0.2325
6,0.006,-0.2365
7,0.007,-0.2335
8,0.008,-0.233
9,0.009000000000000001,-0.2355
10,0.01,-0.2305
11,0.011,-0.228
12,0.012,-0.226
13,0.013000000000000001,-0.23
14,0.014,-0.2325
15,0.015,-0.221
16,0.016,-0.2135
17,0.017,-0.213
18,0.018000000000000002,-0.209
19,0.019,-0.208
20,0.02,-0.2115
21,0.021,-0.214
22,0.022,-0.2165
23,0.023,-0.2035
24,0.024,-0.21
25,0.025,-0.2255
26,0.026000000000000002,-0.223
27,0.027,-0.22
28,0.028,-0.207
29,0.029,-0.2025
30,0.03,-0.2015
31,0.031,-0.199
32,0.032,-0.222
33,0.033,-0.237
34,0.034,-0.2285
35,0.035,-0.2185
36,0.036000000000000004,-0.213
37,0.037,-0.2325
38,0.038,-0.2315
39,0.039,-0.215
40,0.04,-0.2145
41,0.041,-0.2165
42,0.042,-0.2095
43,0.043000000000000003,-0.207
44,0.044,-0.2245
45,0.045,-0.226
46,0.046,-0.2265
47,0.047,-0.219
48,0.048,-0.2195
49,0.049,-0.2385
50,0.05,-0.238
51,0.051000000000000004,-0.2285
52,0.052000000000000005,-0.2255
53,0.053,-0.228
54,0.054,-0.233
55,0.055,-0.2285
56,0.056,-0.22
57,0.057,-0.223
58,0.058,-0.2275
59,0.059000000000000004,-0.226
60,0.06,-0.2265
61,0.061,-0.231
62,0.062,-0.235
63,0.063,-0.2405
64,0.064,-0.244
65,0.065,-0.2425
66,0.066,-0.2455
67,0.067,-0.249
68,0.068,-0.2515
69,0.069,-0.2525
70,0.07,-0.2535
71,0.07100000000000001,-0.243
72,0.07200000000000001,-0.236
73,0.073,-0.262
74,0.074,-0.2745
75,0.075,-0.2665
76,0.076,-0.26
77,0.077,-0.26
78,0.078,-0.261
79,0.079,-0.2585
80,0.08,-0.263
81,0.081,-0.266
82,0.082,-0.2695
83,0.083,-0.275
84,0.084,-0.282
85,0.085,-0.285
86,0.08600000000000001,-0.289
87,0.08700000000000001,-0.284
88,0.088,-0.287
89,0.089,-0.2995
90,0.09,-0.309
91,0.091,-0.297
92,0.092,-0.2715
93,0.093,-0.297
94,0.094,-0.323
95,0.095,-0.324
96,0.096,-0.316
97,0.097,-0.311
98,0.098,-0.322
99,0.099,-0.323
100,0.1,-0.3205
101,0.101,-0.32
102,0.10200000000000001,-0.33
103,0.10300000000000001,-0.3375
104,0.10400000000000001,-0.3425
105,0.105,-0.3625
106,0.106,-0.36
107,0.107,-0.3575
108,0.108,-0.3655
109,0.109,-0.3655
110,0.11,-0.367
111,0.111,-0.362
112,0.112,-0.3685
113,0.113,-0.381
114,0.114,-0.382
115,0.115,-0.386
116,0.116,-0.374
117,0.117,-0.3665
118,0.11800000000000001,-0.3845
119,0.11900000000000001,-0.3885
120,0.12,-0.3945
121,0.121,-0.401
122,0.122,-0.4
123,0.123,-0.405
124,0.124,-0.4135
125,0.125,-0.4185
126,0.126,-0.4145
127,0.127,-0.419
128,0.128,-0.4285
129,0.129,-0.4285
130,0.13,-0.434
131,0.131,-0.441
132,0.132,-0.448
133,0.133,-0.4495
134,0.134,-0.4435
135,0.135,-0.4455
136,0.136,-0.4475
137,0.137,-0.4495
138,0.138,-0.4465
139,0.139,-0.4425
140,0.14,-0.4445
141,0.14100000000000001,-0.4505
142,0.14200000000000002,-0.458
143,0.14300000000000002,-0.4515
144,0.14400000000000002,-0.4475
145,0.145,-0.4515
146,0.146,-0.458
147,0.147,-0.4565
148,0.148,-0.4525
149,0.149,-0.453
150,0.15,-0.4405
151,0.151,-0.44
152,0.152,-0.4415
153,0.153,-0.4465
154,0.154,-0.4375
155,0.155,-0.423
156,0.156,-0.4215
157,0.157,-0.4385
158,0.158,-0.4765
159,0.159,-0.48
160,0.16,-0.461
161,0.161,-0.4385
162,0.162,-0.461
163,0.163,-0.4815
164,0.164,-0.4665
165,0.165,-0.467
166,0.166,-0.4645
167,0.167,-0.459
168,0.168,-0.461
169,0.169,-0.466
170,0.17,-0.4595
171,0.171,-0.4565
172,0.17200000000000001,-0.459
173,0.17300000000000001,-0.4545
174,0.17400000000000002,-0.445
175,0.17500000000000002,-0.455
176,0.176,-0.4575
177,0.177,-0.447
178,0.178,-0.455
179,0.179,-0.451
180,0.18,-0.4495
181,0.181,-0.451
182,0.182,-0.45
183,0.183,-0.4475
184,0.184,-0.4345
185,0.185,-0.4395
186,0.186,-0.4515
187,0.187,-0.4495
188,0.188,-0.4465
189,0.189,-0.4425
190,0.19,-0.4355
191,0.191,-0.4325
192,0.192,-0.433
193,0.193,-0.4375
194,0.194,-0.4315
195,0.195,-0.426
196,0.196,-0.43
197,0.197,-0.423
198,0.198,-0.414
199,0.199,-0.415
200,0.2,-0.421
201,0.201,-0.4225
202,0.202,-0.421
203,0.203,-0.4215
204,0.20400000000000001,-0.422
205,0.20500000000000002,-0.42
206,0.20600000000000002,-0.4175
207,0.20700000000000002,-0.4075
208,0.20800000000000002,-0.396
209,0.209,-0.3885
210,0.21,-0.391
211,0.211,-0.406
212,0.212,-0.4
213,0.213,-0.3955
214,0.214,-0.3805
215,0.215,-0.36
216,0.216,-0.377
217,0.217,-0.3905
218,0.218,-0.3865
219,0.219,-0.376
220,0.22,-0.375
221,0.221,-0.375
222,0.222,-0.3765
223,0.223,-0.3785
224,0.224,-0.3735
225,0.225,-0.377
226,0.226,-0.379
227,0.227,-0.376
228,0.228,-0.3745
229,0.229,-0.3745
230,0.23,-0.368
231,0.231,-0.3625
232,0.232,-0.362
233,0.233,-0.362
234,0.234,-0.3455
235,0.23500000000000001,-0.3345
236,0.23600000000000002,-0.3485
237,0.23700000000000002,-0.3425
238,0.23800000000000002,-0.332
239,0.23900000000000002,-0.337
240,0.24,-0.344
241,0.241,-0.3475
242,0.242,-0.3525
243,0.243,-0.3475
244,0.244,-0.341
245,0.245,-0.3435
246,0.246,-0.3405
247,0.247,-0.3365
248,0.248,-0.3215
249,0.249,-0.3175
250,0.25,-0.3265
251,0.251,-0.3405
252,0.252,-0.3475
253,0.253,-0.3345
254,0.254,-0.327
255,0.255,-0.33
256,0.256,-0.3375
257,0.257,-0.3415
258,0.258,-0.3375
259,0.259,-0.33
260,0.26,-0.3315
261,0.261,-0.3365
262,0.262,-0.3375
263,0.263,-0.337
264,0.264,-0.3345
265,0.265,-0.3325
266,0.266,-0.3305
267,0.267,-0.3275
268,0.268,-0.33
269,0.269,-0.324
270,0.27,-0.327
271,0.271,-0.338
272,0.272,-0.3355
273,0.273,-0.335
274,0.274,-0.3335
275,0.275,-0.329
276,0.276,-0.3295
277,0.277,-0.3325
278,0.278,-0.3285
279,0.279,-0.3245
280,0.28,-0.3305
281,0.281,-0.3335
282,0.28200000000000003,-0.3325
283,0.28300000000000003,-0.3335
284,0.28400000000000003,-0.338
285,0.28500000000000003,-0.3385
286,0.28600000000000003,-0.342
287,0.28700000000000003,-0.3375
288,0.28800000000000003,-0.3295
289,0.289,-0.335
290,0.29,-0.3365
291,0.291,-0.3325
292,0.292,-0.3345
293,0.293,-0.3385
294,0.294,-0.334
295,0.295,-0.3275
296,0.296,-0.3285
297,0.297,-0.3305
298,0.298,-0.329
299,0.299,-0.3265
300,0.3,-0.3295
301,0.301,-0.333
302,0.302,-0.333
303,0.303,-0.332
304,0.304,-0.336
305,0.305,-0.336
306,0.306,-0.33
307,0.307,-0.3365
308,0.308,-0.346
309,0.309,-0.3415
310,0.31,-0.331
311,0.311,-0.3275
312,0.312,-0.34
313,0.313,-0.3445
314,0.314,-0.3375
315,0.315,-0.337
316,0.316,-0.333
317,0.317,-0.331
318,0.318,-0.3285
319,0.319,-0.327
320,0.32,-0.323
321,0.321,-0.318
322,0.322,-0.326
323,0.323,-0.3335
324,0.324,-0.33
325,0.325,-0.3275
326,0.326,-0.334
327,0.327,-0.334
328,0.328,-0.335
329,0.329,-0.3315
330,0.33,-0.325
331,0.331,-0.332
332,0.332,-0.337
333,0.333,-0.3175
334,0.334,-0.301
335,0.335,-0.3185
336,0.336,-0.3025
337,0.337,-0.2945
338,0.338,-0.32
339,0.339,-0.307
340,0.34,-0.306
341,0.341,-0.313
342,0.342,-0.3065
343,0.343,-0.305
344,0.34400000000000003,-0.3055
345,0.34500000000000003,-0.3055
346,0.34600000000000003,-0.304
347,0.34700000000000003,-0.3105
348,0.34800000000000003,-0.3115
349,0.34900000000000003,-0.3015
350,0.35000000000000003,-0.304
351,0.35100000000000003,-0.3065
352,0.352,-0.3005
353,0.353,-0.303
354,0.354,-0.299
355,0.355,-0.2935
356,0.356,-0.2965
357,0.357,-0.287
358,0.358,-0.285
359,0.359,-0.2855
360,0.36,-0.281
361,0.361,-0.2935
362,0.362,-0.288
363,0.363,-0.274
364,0.364,-0.2785
365,0.365,-0.2835
366,0.366,-0.284
367,0.367,-0.285
368,0.368,-0.2855
369,0.369,-0.2825
370,0.37,-0.273
371,0.371,-0.269
372,0.372,-0.2695
373,0.373,-0.2665
374,0.374,-0.2625
375,0.375,-0.2615
376,0.376,-0.264
377,0.377,-0.25
378,0.378,-0.2455
379,0.379,-0.263
380,0.38,-0.2705
381,0.381,-0.274
382,0.382,-0.2785
383,0.383,-0.273
384,0.384,-0.2695
385,0.385,-0.2705
386,0.386,-0.2715
387,0.387,-0.2675
388,0.388,-0.2625
389,0.389,-0.251
390,0.39,-0.2395
391,0.391,-0.2495
392,0.392,-0.2625
393,0.393,-0.27
394,0.394,-0.2665
395,0.395,-0.2525
396,0.396,-0.2525
397,0.397,-0.257
398,0.398,-0.244
399,0.399,-0.244
400,0.4,-0.255
401,0.401,-0.2395
402,0.402,-0.23
403,0.403,-0.2555
404,0.404,-0.267
405,0.405,-0.244
406,0.406,-0.2335
407,0.40700000000000003,-0.2435
408,0.40800000000000003,-0.2475
409,0.40900000000000003,-0.245
410,0.41000000000000003,-0.237
411,0.41100000000000003,-0.234
412,0.41200000000000003,-0.237
413,0.41300000000000003,-0.236
414,0.41400000000000003,-0.234
415,0.41500000000000004,-0.2285
416,0.41600000000000004,-0.2245
417,0.417,-0.2195
418,0.418,-0.217
419,0.419,-0.222
420,0.42,-0.2135
421,0.421,-0.2105
422,0.422,-0.2225
423,0.423,-0.2215
424,0.424,-0.212
425,0.425,-0.2175
426,0.426,-0.229
427,0.427,-0.226
428,0.428,-0.224
429,0.429,-0.2265
430,0.43,-0.2205
431,0.431,-0.214
432,0.432,-0.2045
433,0.433,-0.1945
434,0.434,-0.1975
435,0.435,-0.199
436,0.436,-0.2
437,0.437,-0.2015
438,0.438,-0.1885
439,0.439,-0.1875
440,0.44,-0.202
441,0.441,-0.1965
442,0.442,-0.1885
443,0.443,-0.1935
444,0.444,-0.194
445,0.445,-0.194
446,0.446,-0.1875
447,0.447,-0.1825
448,0.448,-0.1845
449,0.449,-0.179
450,0.45,-0.1715
451,0.451,-0.1685
452,0.452,-0.1665
453,0.453,-0.1435
454,0.454,-0.141
455,0.455,-0.158
456,0.456,-0.155
457,0.457,-0.1485
458,0.458,-0.141
459,0.459,-0.14
460,0.46,-0.1335
461,0.461,-0.1305
462,0.462,-0.137
463,0.463,-0.128
464,0.464,-0.119
465,0.465,-0.1245
466,0.466,-0.117
467,0.467,-0.114
468,0.468,-0.1185
469,0.46900000000000003,-0.1095
470,0.47000000000000003,-0.0975
471,0.47100000000000003,-0.095
472,0.47200000000000003,-0.1
473,0.47300000000000003,-0.095
474,0.47400000000000003,-0.0875
475,0.47500000000000003,-0.0855
476,0.47600000000000003,-0.084
477,0.47700000000000004,-0.081
478,0.47800000000000004,-0.073
479,0.47900000000000004,-0.0735
480,0.48,-0.076
481,0.481,-0.085
482,0.482,-0.097
483,0.483,-0.085
484,0.484,-0.1085
485,0.485,-0.1285
486,0.486,-0.101
487,0.487,-0.095
488,0.488,-0.1015
489,0.489,-0.101
490,0.49,-0.0995
491,0.491,-0.0905
492,0.492,-0.082
493,0.493,-0.08
494,0.494,-0.0735
495,0.495,-0.077
496,0.496,-0.0925
497,0.497,-0.086
498,0.498,-0.0785
499,0.499,-0.1
500,0.5,-0.1015
501,0.501,-0.0915
502,0.502,-0.094
503,0.503,-0.103
504,0.504,-0.1135
505,0.505,-0.111
506,0.506,-0.114
507,0.507,-0.1035
508,0.508,-0.096
509,0.509,-0.089
510,0.51,-0.085
511,0.511,-0.0945
512,0.512,-0.094
513,0.513,-0.0965
514,0.514,-0.0975
515,0.515,-0.0945
516,0.516,-0.0975
517,0.517,-0.1095
518,0.518,-0.1075
519,0.519,-0.1065
520,0.52,-0.1075
521,0.521,-0.104
522,0.522,-0.115
523,0.523,-0.1175
524,0.524,-0.1155
525,0.525,-0.1245
526,0.526,-0.132
527,0.527,-0.136
528,0.528,-0.1425
529,0.529,-0.1315
530,0.53,-0.134
531,0.531,-0.1495
532,0.532,-0.156
533,0.533,-0.1625
534,0.534,-0.1655
535,0.535,-0.1665
536,0.536,-0.1715
537,0.537,-0.1795
538,0.538,-0.1795
539,0.539,-0.1815
540,0.54,-0.1895
541,0.541,-0.199
542,0.542,-0.197
543,0.543,-0.2005
544,0.544,-0.2095
545,0.545,-0.213
546,0.546,-0.2175
547,0.547,-0.2215
548,0.548,-0.2315
549,0.549,-0.236
550,0.55,-0.233
551,0.551,-0.2295
552,0.552,-0.2225
553,0.553,-0.221
554,0.554,-0.234
555,0.555,-0.2365
556,0.556,-0.232
557,0.557,-0.2295
558,0.558,-0.226
559,0.559,-0.2305
560,0.56,-0.2295
561,0.561,-0.233
562,0.562,-0.2275
563,0.5630000000000001,-0.22
564,0.5640000000000001,-0.219
565,0.5650000000000001,-0.2215
566,0.5660000000000001,-0.238
567,0.5670000000000001,-0.237
568,0.5680000000000001,-0.2265
569,0.5690000000000001,-0.216
570,0.5700000000000001,-0.215
571,0.5710000000000001,-0.2255
572,0.5720000000000001,-0.231
573,0.5730000000000001,-0.2355
574,0.5740000000000001,-0.238
575,0.5750000000000001,-0.238
576,0.5760000000000001,-0.2315
577,0.577,-0.2225
578,0.578,-0.2125
579,0.579,-0.218
580,0.58,-0.228
581,0.581,-0.232
582,0.582,-0.23
583,0.583,-0.221
584,0.584,-0.2315
585,0.585,-0.2465
586,0.586,-0.24
587,0.587,-0.2345
588,0.588,-0.233
589,0.589,-0.2305
590,0.59,-0.2305
591,0.591,-0.223
592,0.592,-0.223
593,0.593,-0.229
594,0.594,-0.2205
595,0.595,-0.216
596,0.596,-0.222
597,0.597,-0.216
598,0.598,-0.2095
599,0.599,-0.2165
600,0.6,-0.224
601,0.601,-0.2375
602,0.602,-0.2485
603,0.603,-0.2565
604,0.604,-0.275
605,0.605,-0.297
606,0.606,-0.3205
607,0.607,-0.34
